ID	States_number	Prod_of_ZEB1	Prod_of_miR200	Prod_of_PDL1	Prod_of_CDH1	Prod_of_SLUG	Deg_of_ZEB1	Deg_of_miR200	Deg_of_PDL1	Deg_of_CDH1	Deg_of_SLUG	Trd_of_miR200ToZEB1	Num_of_miR200ToZEB1	Inh_of_miR200ToZEB1	Trd_of_ZEB1ToZEB1	Num_of_ZEB1ToZEB1	Act_of_ZEB1ToZEB1	Trd_of_CDH1ToZEB1	Num_of_CDH1ToZEB1	Inh_of_CDH1ToZEB1	Trd_of_SLUGToZEB1	Num_of_SLUGToZEB1	Act_of_SLUGToZEB1	Trd_of_ZEB1TomiR200	Num_of_ZEB1TomiR200	Inh_of_ZEB1TomiR200	Trd_of_SLUGTomiR200	Num_of_SLUGTomiR200	Inh_of_SLUGTomiR200	Trd_of_miR200ToPDL1	Num_of_miR200ToPDL1	Inh_of_miR200ToPDL1	Trd_of_PDL1ToCDH1	Num_of_PDL1ToCDH1	Inh_of_PDL1ToCDH1	Trd_of_ZEB1ToCDH1	Num_of_ZEB1ToCDH1	Inh_of_ZEB1ToCDH1	Trd_of_SLUGToCDH1	Num_of_SLUGToCDH1	Inh_of_SLUGToCDH1	Trd_of_miR200ToSLUG	Num_of_miR200ToSLUG	Inh_of_miR200ToSLUG	Trd_of_SLUGToSLUG	Num_of_SLUGToSLUG	Act_of_SLUGToSLUG
7788	3	21.393647	35.139045	14.96772	89.424522	29.301066	0.822559	0.710654	0.767481	0.54454	0.918889	9.153754	2	0.023291	1.010236	6	51.568964	2.59481	2	0.262116	11.261396	4	33.668903	1.383509	6	0.027545	9.254107	5	0.037436	2.796472	2	0.089075	35.481386	2	0.0138	1.483648	1	0.057675	15.367077	4	0.012335	3.753483	4	0.010887	6.476422	2	86.490922
7790	3	7.30622	33.074464999999996	7.918374	61.98692	50.398295	0.899921	0.877255	0.279925	0.992961	0.132586	5.36832	3	0.149782	0.879318	5	69.299231	2.182224	5	0.029707	16.65941	3	26.142284	1.451791	5	0.060988	16.781574	4	0.014429	7.780649	4	0.011155	16.414188	5	0.060919	0.658347	3	0.042196	14.495864	6	0.076185	8.921743	6	0.034882	8.943512	2	12.73848
7796	3	11.730724	6.603335	46.473649	80.629256	91.999425	0.115353	0.240651	0.688342	0.890634	0.764662	11.034496	6	0.014083	1.451224	3	70.757028	3.341169	6	0.012017	0.257429	4	92.969039	0.46864	4	0.012487	11.14419	3	0.01062	13.489545	5	0.080087	4.101402	3	0.028434	1.269611	4	0.014276	13.875429	6	0.110706	1.111202	3	0.010988	17.705337	4	82.56093
7804	3	97.659419	48.092492	35.052667	59.317536	59.653664	0.767516	0.314216	0.359823	0.381248	0.866686	2.948028	1	0.08633	1.509701	5	81.444059	3.418419	4	0.015336	2.435195	5	4.640214	0.701288	1	0.13048	3.215862	4	0.021787	8.3911	6	0.129305	1.252306	4	0.014706	1.496316	4	0.034206	1.951789	5	0.0157	10.729868	4	0.064896	6.270253	5	61.16817
7805	3	88.920175	51.245905	86.316442	68.642452	59.906124	0.136504	0.858531	0.758534	0.89126	0.474497	10.353696	6	0.011065	0.45755	6	6.15052	3.277977	5	0.015492	8.578768	2	86.614131	0.170491	6	0.011211	12.237069	2	0.012555	6.837062	2	0.03835	28.648139	3	0.014612	1.593686	5	0.022209	8.017219	5	0.011241	0.247043	2	0.048751	8.217181	4	31.357399
7806	3	96.731619	99.677251	1.840731	83.067948	78.116767	0.486946	0.739868	0.204975	0.961003	0.28328	5.697248	6	0.039369	0.168596	1	74.477094	2.737713	6	0.026145	18.145393	1	26.353962	1.436042	4	0.01029	10.288873	1	0.01269	2.711656	5	0.020778	27.10921	3	0.030331	0.716484	5	0.595664	4.839008	4	0.016454	11.07369	4	0.032722	3.4367	6	59.312608
7807	3	73.361324	52.269935	54.159016	48.856501	86.072693	0.112514	0.380193	0.426105	0.673944	0.693831	4.653726	4	0.013744	0.727989	5	55.943162	1.566073	6	0.034833	9.100509	2	51.016906	0.383118	6	0.025085	17.873408	3	0.065978	7.974807	6	0.010139	11.581731	5	0.028604	1.23794	2	0.037967	8.72696	3	0.024776	11.576236	1	0.02952	17.931709	6	17.017011
7809	3	25.737296	58.813561	91.194614	25.673677	41.457337	0.764525	0.108603	0.988685	0.375679	0.343958	2.706785	4	0.036294	0.452686	4	1.589016	1.206757	3	0.035241	6.601864	6	1.033652	0.292551	4	0.017269	8.957278	5	0.03299	6.405751	2	0.010649	54.630365	6	0.022072	0.955712	3	0.01379	18.095534	3	0.015773	11.408856	2	0.045108	15.97978	3	29.655309
7813	3	85.014689	95.02876	18.087086	43.894465	22.029375	0.779671	0.547822	0.467299	0.283643	0.670855	1.335617	6	0.010134	1.587486	5	34.447567	0.380572	6	0.019476	6.104203	3	29.755872	0.936699	1	0.025086	3.886529	3	0.01146	0.727333	3	0.018507	26.610452	1	0.036883	1.000078	4	0.027427	15.28146	3	0.025978	9.617318	2	0.025863	4.545003	1	50.385174
7820	3	19.400974	84.821083	87.867145	92.433399	66.717449	0.698247	0.542066	0.750381	0.261996	0.340127	12.046111	1	0.010134	1.577729	1	48.752997	0.341683	2	0.012761	16.206961	2	1.533381	1.581918	2	0.029077	9.981373	3	0.011691	1.561349	3	0.011769	39.086845	4	0.042568	0.284505	3	0.038397	3.126027	4	0.01237	10.817436	1	0.012438	14.932111	6	42.887842
7834	3	74.299073	64.579659	86.484536	78.866948	12.24179	0.491799	0.818983	0.113578	0.859413	0.574462	6.341491	2	0.07407	0.241054	5	71.089295	1.82654	4	0.018669	11.021228	5	10.943378	1.101837	5	0.027718	0.909891	2	0.045468	7.237565	1	0.012712	1.801637	2	0.012325	1.374332	6	0.011571	18.16205	3	0.014468	4.673972	1	0.02798	10.191869	3	64.993391
7839	3	14.979154	62.410467	39.912902	78.736594	43.460204	0.797574	0.360772	0.807692	0.784881	0.860464	6.026018	2	0.019536	1.59419	4	10.272576	1.39918	4	0.010039	1.549009	4	32.067664	0.04723	5	0.028228	8.227151	2	0.016782	6.104731	2	0.014028	48.399698	1	0.059697	0.557838	1	0.023497	9.889672	6	0.068379	11.966634	2	0.016556	7.465571	5	24.272543
7841	3	69.139734	71.96523	44.040647	38.437059	29.042396	0.499821	0.506761	0.405647	0.135539	0.860897	10.20866	5	0.024487	0.082194	3	99.989735	3.312336	6	0.102008	0.914518	2	3.463729	0.808816	3	0.016093	11.827153	4	0.019737	8.66953	5	0.70122	18.438688	6	0.09018	0.631549	2	0.011513	6.497203	1	0.041912	7.928861	2	0.044716	0.488995	2	25.298711
7844	3	49.882033	38.6776	99.765305	99.020802	91.066325	0.925405	0.411101	0.637422	0.571455	0.460277	9.902792	2	0.040306	1.179734	6	98.944519	0.731259	6	0.012728	5.48808	3	81.911547	1.128424	2	0.01012	1.083635	2	0.083563	0.576562	4	0.043894	32.971904	5	0.012571	0.48901	5	0.033132	10.454369	3	0.014378	10.49189	4	0.011696	9.231741	1	13.79039
7845	3	78.674953	89.222845	78.171752	54.165439	37.430841	0.290182	0.550485	0.20933	0.622717	0.255454	13.166911	6	0.132737	1.191163	3	65.656195	0.191478	2	0.022178	11.411533	5	32.026311	0.603034	1	0.057478	7.36921	1	0.099516	1.051764	5	0.023842	54.302334	3	0.016552	1.295881	6	0.014296	5.028295	3	0.021286	8.779788	1	0.014335	3.635058	5	54.275836
7846	3	23.76993	33.890451	72.870911	46.342479	44.60805	0.662648	0.323689	0.208186	0.654367	0.783532	0.249678	5	0.025676	1.468207	1	25.966419	1.551575	5	0.023289	4.598997	3	83.928662	0.844706	2	0.014378	8.428655	5	0.010901	8.195401	2	0.011828	43.655092	1	0.088267	0.569042	6	0.011829	7.158935	4	0.026857	1.397779	1	0.144653	8.237439	4	64.906385
7851	3	65.19117	17.881536	37.351844	35.709317	82.477656	0.711081	0.933423	0.723018	0.164454	0.551916	9.268725	1	0.017675	1.164914	5	76.062368	0.633441	5	0.038657	16.573845	1	58.153072	1.147247	3	0.037919	12.948485	5	0.012664	1.190016	5	0.016985	40.564987	3	0.012105	1.353341	3	0.010295	15.707805	2	0.011695	11.187547	3	0.012482	11.457535	6	71.917192
7856	3	99.787182	65.047921	74.666018	1.46695	59.330298	0.152995	0.366444	0.911026	0.731278	0.832418	3.84665	4	0.065644	0.988033	2	99.609418	0.435849	6	0.061563	3.619537	4	10.834172	1.147056	5	0.010817	6.598877	6	0.01371	9.607948	6	0.013047	49.667553	6	0.012032	0.83521	2	0.016946	15.778238	3	0.045996	3.972735	1	0.011226	7.485523	6	26.112919
7863	3	69.196085	44.704183	55.110682	78.774389	45.263021	0.61124	0.709652	0.318084	0.432585	0.357109	12.791122	3	0.01442	0.698757	5	9.759045	3.077064	1	0.019055	5.955966	6	25.754698	0.254601	5	0.022505	9.634913	4	0.03216	4.916129	6	0.028062	43.19436	3	0.012484	0.335333	5	0.039649	14.68344	5	0.167454	11.088911	4	0.030802	14.188942	6	61.802134
7869	3	19.789866	47.63393	22.377909	37.993484	72.305674	0.371668	0.820863	0.482162	0.111099	0.885713	13.275867	1	0.011169	0.469994	6	59.904411	1.265505	5	0.014608	8.113688	1	24.859657	1.042344	6	0.014341	12.529091	2	0.022342	2.809725	4	0.014769	41.611991	3	0.048529	1.467474	2	0.015595	8.309191	2	0.012895	12.883954	6	0.012318	18.022361	1	80.588358
7881	3	35.77565	31.52907	23.120227	87.423584	56.865324	0.585292	0.669633	0.303077	0.23758	0.59041	5.933455	3	0.013066	0.733085	5	80.816268	2.170428	4	0.016057	4.143061	4	73.411941	1.239026	6	0.029699	4.737934	3	0.018646	6.868651	2	0.030399	44.90304	3	0.015196	1.054538	1	0.015734	17.307082	2	0.02146	10.605906	2	0.020887	12.019657	1	95.267992
7893	3	8.154347	20.955873	3.199288	76.291096	47.740821	0.982288	0.530916	0.564076	0.404876	0.281633	8.010661	4	0.01959	1.285494	4	92.15676	2.574369	5	0.030219	12.768044	3	51.247673	1.589558	6	0.376854	10.990534	3	0.0457	10.414235	2	0.010379	3.64116	6	0.01559	0.675451	6	0.014988	7.407251	2	0.054677	2.156874	4	0.017401	18.047551	2	85.983325
7902	3	69.438077	94.676881	59.134592	39.56788	74.972974	0.93945	0.465234	0.834063	0.206089	0.266055	5.593558	2	0.016213	1.078981	5	99.971505	3.359687	2	0.016487	9.167846	2	45.714699	0.462971	5	0.015103	1.076677	5	0.141065	6.33067	2	0.016243	39.932042	2	0.031636	0.281275	1	0.066174	11.057454	4	0.015548	7.581959	1	0.020672	16.629339	2	35.627627
7925	3	68.619838	52.616987	83.978408	49.062964	85.104629	0.110112	0.901286	0.659131	0.680621	0.893148	6.756511	4	0.038739	0.489419	1	71.354915	2.765108	5	0.031848	10.643075	5	17.291051	1.124722	6	0.020862	16.4848	2	0.013891	11.510002	4	0.016761	22.292755	5	0.031729	1.407373	2	0.012026	6.59204	1	0.012118	0.839733	4	0.020933	11.949332	5	47.813295
7929	3	81.692166	10.371895	90.307264	9.552074	7.734082	0.34376	0.880814	0.470925	0.156058	0.831651	2.038457	1	0.037782	1.433245	6	91.121073	0.316095	3	0.033813	14.595302	2	8.973821	0.217937	5	0.021009	3.879987	6	0.063847	1.395656	4	0.010409	3.267715	4	0.015458	0.034894	1	0.023146	6.400731	2	0.014198	7.472509	3	0.010067	2.845175	6	59.917825
7932	3	50.31561	47.160883	27.328546	90.575674	63.267779	0.13225	0.605502	0.878383	0.982291	0.424189	10.673400000000001	2	0.036595	1.176709	4	21.261046	2.880462	3	0.012221	2.082611	5	39.958032	0.202855	6	0.021113	1.71875	3	0.010849	2.711366	5	0.048234	48.867945	5	0.019999	0.388923	4	0.013987	6.483545	5	0.015939	1.145611	5	0.018482	4.356846	6	82.170904
7944	3	64.473554	56.585657	86.172248	74.116244	86.655922	0.192683	0.90647199999999994	0.957951	0.278388	0.334757	9.083906	2	0.165103	0.549502	5	45.22325	1.135087	1	0.026483	10.037147	5	98.550578	1.152726	3	0.019371	7.202227	2	0.012837	12.620238	2	0.038002	54.255303	1	0.05449	0.501807	4	0.011184	11.641538	1	0.020722	9.809212	5	0.015511	1.125302	5	42.756573
7947	3	7.207364	39.641019	2.238435	21.161247	47.118782	0.628626	0.208855	0.411674	0.746435	0.25695	3.072745	5	0.012707	0.394523	3	53.613897	3.823705	4	0.014088	5.962935	4	76.03879	0.162555	1	0.010712	4.356013	3	0.059682	2.417305	2	0.01994	16.287507	6	0.116913	1.438223	5	0.012108	1.934273	4	0.014824	1.341939	1	0.012262	2.901772	5	56.973151
7950	3	94.544001	96.49504	10.97902	15.127473	5.574116	0.266935	0.13003	0.370863	0.570639	0.14245	8.164826	5	0.039559	0.11766	4	82.939327	1.75968	3	0.630048	14.849994	6	65.3306	1.516525	3	0.019097	3.920734	3	0.011625	0.359948	1	0.012073	28.504288	6	0.021244	0.023131	2	0.011928	8.243331	5	0.037174	4.002731	2	0.115823	5.359739	6	92.730603
7951	3	34.509411	47.755142	49.431017	7.792537	22.475764	0.507844	0.648922	0.20213	0.246302	0.617601	3.631122	6	0.017155	0.155537	1	15.967975	1.436648	4	0.025854	14.44362	6	28.514842	0.602676	5	0.010516	14.652774	4	0.011535	8.703973	2	0.018667	14.682078	1	0.011491	1.437285	4	0.119602	6.477313	6	0.04639	7.030085	4	0.023858999999999998	5.610628	5	47.88334
7962	3	12.712493	41.571374	83.765246	98.812879	27.534301	0.957712	0.561579	0.658215	0.24125	0.308036	1.772225	6	0.025275	0.634539	6	54.018927	0.093594	1	0.016531	17.189431	4	86.068357	0.766774	2	0.107615	4.885443	3	0.018037	3.714064	1	0.013509	37.525335	4	0.012131	0.724186	3	0.016561	14.919393	1	0.011476	5.914303	4	0.016731	6.167803	2	29.738308
7964	3	63.801103	41.274862	23.678764	9.492176	61.941342	0.373345	0.743895	0.386395	0.654966	0.908507	2.369718	4	0.043152	0.74143	3	51.184635	3.689763	4	0.015579	10.849053	1	94.21519	1.426471	5	0.031356	17.45436	6	0.028255	5.288154	2	0.036445	30.357999	2	0.016279	0.599523	3	0.018537	17.083468	1	0.012392	3.715943	2	0.021278	10.787225	4	86.421158
7965	3	30.546564	62.961374	58.973279	43.376395	98.700851	0.264807	0.206028	0.337541	0.477175	0.234945	10.63989	3	0.020342	1.229068	4	52.785814	0.184918	2	0.018857	2.140307	4	99.775516	0.332985	3	0.132744	1.501392	1	0.014819	8.226238	3	0.012153	38.26226	2	0.061735	0.288663	5	0.028492	5.109115	1	0.027524	2.492317	6	0.012697	1.630461	1	9.83119
7970	3	6.686655	59.912631	24.603057	32.695173	83.943423	0.750272	0.91704	0.619832	0.774835	0.603829	4.253182	4	0.010624	0.620124	4	89.132679	2.246929	6	0.018697	6.982628	5	47.893142	0.867617	1	0.040605	11.738309	4	0.010943	4.364222	6	0.017254	43.235571	6	0.015905	0.913493	3	0.010059	1.769153	6	0.0174	3.757149	2	0.018181	9.401729	4	58.640657
7976	3	45.078023	59.001501	95.76693	36.196811	27.456398	0.286669	0.959358	0.485471	0.525844	0.90235	12.626082	2	0.010222	0.572081	2	51.208904	1.989853	2	0.013382	18.376372	1	4.69455	1.56551	1	0.015745	1.448509	3	0.010913	9.480803	2	0.494807	2.636197	5	0.013716	0.153454	3	0.010924	6.485569	3	0.026875	9.592059	2	0.124543	14.492721	4	91.914161000000007
7984	3	4.679974	49.820424	36.143502	17.641424	24.104092	0.715929	0.392599	0.960172	0.295486	0.853508	2.381947	5	0.024513	1.132516	1	83.022582	1.403139	6	0.01672	10.222379	2	12.646819	0.62656	2	0.010293	2.066108	3	0.021878	4.600794	4	0.014929	6.38617	1	0.017194	1.194451	1	0.020847	12.874916	4	0.014121	6.569185	4	0.01717	8.816168	1	67.703745
7989	3	33.537482	33.242344	46.41545	60.891468	51.410982	0.451394	0.900163	0.615135	0.89504	0.314707	5.110855	4	0.013941	0.842037	2	61.829405	2.861874	5	0.011966	6.785019	2	67.871586	1.030184	4	0.026722	5.153713	6	0.01369	11.657166	3	0.015084	27.742489	4	0.019715	0.473646	1	0.016364	3.260336	6	0.010692	1.978538	6	0.026785	15.175928	5	84.924742
7994	3	47.801379	69.610045	97.102198	47.203261	78.89303	0.689159	0.272304	0.619661	0.217318	0.304047	11.307274	5	0.018166	0.555586	3	53.685519	3.329891	6	0.024304	0.450133	3	91.012298	0.395019	2	0.117996	16.453418	3	0.014597	1.220638	3	0.051692	3.825252	1	0.063905	1.14869	5	0.043285	5.027006	2	0.022033	5.449232	4	0.022113	2.226779	4	28.973193
7998	3	39.151458	24.756078	38.526992	71.054576	59.316847	0.271685	0.327251	0.834349	0.617567	0.695258	0.917851	2	0.161226	0.526445	1	94.988584	0.079962	3	0.013133	5.214175	3	32.792239	1.245893	6	0.010015	8.793258	6	0.013952	9.233358	1	0.028759	47.478736	6	0.143293	0.950085	5	0.02193	5.911748	2	0.027449	10.405046	2	0.0102	3.8446379999999998	5	50.497821
8002	3	61.003811	25.885593	99.192689	76.011715	85.353383	0.594127	0.165401	0.793524	0.369925	0.772125	5.923701	6	0.019245	1.445347	2	26.872292	1.668633	5	0.036186	12.841678	6	45.777256	0.141547	5	0.018421	12.10285	2	0.082333	2.398234	2	0.010765	54.338768	1	0.018246	0.478014	4	0.01006	9.812523	2	0.013539	1.222447	4	0.064276	1.391018	4	85.419551
8016	3	31.693803	78.693892	85.972889	33.021016	14.620303	0.960903	0.984573	0.304359	0.722168	0.36664	0.828061	1	0.028189	1.294107	3	29.800019	0.089815	6	0.159129	15.302167	1	71.246948	0.137294	3	0.137268	8.995535	3	0.020038	0.490981	4	0.02181	43.985336	2	0.011039	0.047568	2	0.036205	7.657611	1	0.017911	9.259394	4	0.011301	7.11548	2	95.301224
8018	3	79.837991	46.359545	4.24271	15.842978	69.465	0.549655	0.796527	0.856707	0.224203	0.900295	1.367059	3	0.018028	1.166667	4	69.532334	2.369163	2	0.044335	9.317708	5	11.023967	0.554794	6	0.03068	17.10748	4	0.019151	0.983782	3	0.051075	26.81572	5	0.116971	0.34875	4	0.162219	6.405243	6	0.107298	8.55512	1	0.016507	2.3284	3	46.177788
8020	3	86.716989	56.43741	30.347943	83.467167	96.137482	0.798606	0.714878	0.697787	0.516811	0.129584	12.417886	6	0.078784	0.320105	5	59.116932	2.033315	6	0.014935	18.395588	6	15.326369	0.411575	5	0.03027	1.024032	5	0.136203	9.289258	1	0.018877	28.65323	5	0.042677	1.147877	4	0.074515	2.735724	4	0.028171	5.115553	4	0.011313	15.523798	4	84.536946
8024	3	57.217049	86.025219	45.805738	93.619369	51.600681	0.151972	0.627921	0.802506	0.836823	0.783252	11.790419	3	0.015478	0.400113	5	92.536333	3.543008	5	0.01046	3.874584	5	12.115811	0.764635	2	0.04014	1.545676	5	0.018991	8.806076	5	0.014206	36.461195	5	0.020348	0.877491	3	0.013077	13.294737	2	0.027233	7.620022	1	0.014985	9.026308	5	77.283338
8025	3	93.662872	5.700564	99.926821	90.462881	12.491885	0.980394	0.922381	0.632506	0.468941	0.869584	11.715991	4	0.031186	0.305631	5	33.25458	3.05276	1	0.02049	10.958789	3	74.895562	0.219938	6	0.031235	17.669351	5	0.010724	3.714168	4	0.018984	32.39929	6	0.096796	0.678712	1	0.024465	18.351693	2	0.856258	10.988093	1	0.54066	5.764882	3	68.006566
8036	3	71.639267	77.895981	13.052379	74.124324	91.605449	0.287438	0.411838	0.150816	0.653419	0.912009	0.165912	5	0.016814	1.266512	6	85.893292	2.831476	3	0.069645	9.440091	5	88.521939	0.627108	1	0.011622	11.7354	5	0.014064	12.581754	3	0.02633	43.328154	3	0.011184	0.947143	2	0.023089	12.667093	3	0.024711	6.123311	1	0.025478	4.089849	5	80.370857
8038	3	59.123837	31.676817	91.635929	10.372925	12.166628	0.568157	0.861689	0.29823	0.341293	0.918319	11.708098	5	0.01956	0.679975	3	16.492013	3.071194	4	0.026759	9.687542	3	1.468945	0.710201	4	0.011464	14.615725	1	0.020217	11.131448	5	0.012622	33.533608	2	0.021701	0.371407	3	0.027417	7.666332	2	0.029341	3.063833	2	0.014133	6.613216	2	60.573196
8040	3	71.672346	65.593438	23.02898	2.135971	47.901565	0.351276	0.820679	0.971529	0.781506	0.497449	1.22236	5	0.023789	0.237811	5	68.119502	3.78215	6	0.01732	17.812647	3	43.181112	0.71563	3	0.010785	10.007741	2	0.015881	0.254597	2	0.011221	52.487381	1	0.031638	1.571965	2	0.401513	10.391607	6	0.02188	3.595516	3	0.035227	1.128334	2	35.578622
8051	3	17.646783	4.150301	66.22205	71.408318	9.863403	0.331178	0.808399	0.824775	0.637972	0.760504	4.628227	1	0.015809	0.03089	2	87.309917	2.926746	5	0.067079	15.202533	4	52.895987	0.16592	5	0.012635	8.17814	5	0.025719	4.345151	3	0.010734	1.492708	4	0.057462	0.312452	6	0.034249	16.388909	4	0.013289	6.916945	2	0.03677	5.521048	5	73.717084
8054	3	16.127337	63.671062	61.472561	21.323987	53.536634	0.650821	0.449945	0.874257	0.903534	0.566656	1.599813	3	0.012052	0.93911	2	26.422086	1.285191	2	0.019286	6.626625	5	76.135413	1.513159	1	0.021623	5.864803	2	0.01925	2.499107	4	0.408476	7.217562	5	0.064956	0.277478	4	0.061091	8.719152	3	0.014282	5.914768	3	0.053186	17.922928	1	51.322943
8057	3	28.727414	28.79192	46.98339	99.535963	46.931405	0.941332	0.155503	0.748916	0.201689	0.230298	7.953238	5	0.016703	1.463135	2	27.539413	3.326888	4	0.012275	14.992086	3	47.011235	0.894175	6	0.129567	4.891032	4	0.018596	10.81495	6	0.014021	34.014518	1	0.05143	1.562726	2	0.130169	9.005282	3	0.096479	6.74078	5	0.013286	16.420641	4	81.854792
8062	3	26.838163	84.318252	26.120445	75.896665	75.334306	0.829034	0.622977	0.908892	0.381464	0.190516	4.137496	6	0.02163	0.547358	2	3.168709	0.577597	3	0.01381	7.5578	1	40.101502	1.308529	6	0.011152	5.678844	1	0.01478	5.644038	4	0.012527	49.966379	2	0.062166	1.063957	5	0.01174	2.538736	5	0.022244	11.499153	4	0.035118	5.233101	4	56.266097
8070	3	60.41759	22.040061	1.202623	27.543662	25.326067	0.347963	0.638487	0.931944	0.709534	0.793408	8.805857	6	0.012833	1.265098	5	20.269125	0.298687	5	0.01107	3.234782	3	52.089016	0.469489	4	0.041511	1.019262	2	0.013141	4.702169	6	0.01294	11.339062	5	0.033127	1.313102	4	0.217079	5.519184	2	0.018501	1.551951	3	0.011363	10.630978	3	74.392568
8077	3	36.075013	6.145719	88.905804	91.02679	17.677923	0.312445	0.885144	0.356887	0.263481	0.400499	2.436469	6	0.015551	0.722146	5	91.064024	1.278218	6	0.059894	17.677108	4	16.518876	0.557045	5	0.019848	15.729182	4	0.022502	5.08	6	0.040762	32.645592	4	0.010556	0.241939	3	0.064214	10.738767	4	0.035132	6.027674	4	0.023665	13.045803	4	23.673066
8079	3	3.109913	49.503185	97.192776	51.496799	65.089155	0.197202	0.356081	0.908264	0.755955	0.807685	2.907371	4	0.023858	0.353581	5	84.825814	3.645455	5	0.016038	14.890996	2	1.921453	1.258782	1	0.023449	4.81835	6	0.023721	6.75355	6	0.024504	25.163432	6	0.012722	0.23815	4	0.01133	3.922853	4	0.010914	13.039424	5	0.013137	4.716806	6	18.058409
8080	3	38.893294	62.469612	76.35565	25.659275	26.767886	0.515507	0.464574	0.84275	0.259761	0.416677	7.736637	4	0.020285	1.127118	3	94.390751	1.4272	3	0.020862	5.325898	4	49.095363	0.906241	2	0.028063	6.31854	3	0.014957	1.490208	2	0.010673	43.677696	3	0.011555	0.290196	4	0.187769	13.458664	1	0.013806	2.860807	4	0.192341	5.390383	2	15.575258
8087	3	54.124008	79.561939	30.182948	13.263072	27.415376	0.686623	0.486425	0.713572	0.791897	0.159745	6.35448	1	0.014641	1.125356	6	48.354874	1.836777	5	0.060186	12.953624	6	97.614784	1.506131	5	0.021577	13.23901	3	0.014201	11.645151	4	0.015437	50.532693	3	0.059257	0.846457	6	0.020593	14.449387	6	0.315934	12.054137	1	0.020801	8.466157	2	35.929558
8089	3	77.826829	70.46528	40.493429	92.601379	29.870044	0.847985	0.400321	0.496602	0.296766	0.534702	4.251486	5	0.022323	0.360384	5	94.748159	2.322353	5	0.022733	16.348547	1	81.568582	1.522888	4	0.020816	4.378698	6	0.034974	6.3832700000000004	3	0.013672	34.05088	5	0.010779	0.924485	1	0.01834	15.007014	2	0.122438	12.601599	1	0.011441	3.741995	2	25.15205
8090	3	82.302358	8.892409	46.228376	60.785466	37.033055	0.175556	0.578324	0.703594	0.371614	0.575348	11.599542	6	0.010125	0.231313	2	89.136063	1.203666	2	0.021745	15.525166	2	76.81149	0.898177	4	0.013888	0.611738	1	0.028884	12.365932	5	0.029367	52.233932	2	0.010979	1.441342	4	0.012312	0.996712	4	0.017727	11.183604	6	0.017932	17.820793	6	44.797439
8094	3	83.205093	12.95993	21.218807	17.038387	9.320787	0.538276	0.992294	0.194135	0.260128	0.454793	2.851481	5	0.063009	1.330618	2	82.34378	3.42012	5	0.032773	16.488932	1	97.470813	0.449233	5	0.027542	7.847984	3	0.010814	0.550628	6	0.018859	25.450005	6	0.025017	1.296761	3	0.095079	7.832438	3	0.01083	11.532814	2	0.064825	9.712622	3	53.718134
8099	3	3.565352	94.748591	71.670826	95.855431	98.394616	0.778352	0.485877	0.253495	0.418316	0.583726	8.366914	5	0.011953	0.887785	3	47.629357	3.185701	1	0.032474	7.421787	3	24.401657	0.611983	4	0.014568	0.541101	2	0.097475	8.600671	1	0.017088	11.933204	6	0.02185	0.073217	6	0.012709	17.279848	6	0.023888	8.62942	1	0.011035	2.930954	4	79.436293
8100	3	98.61682	87.073485	42.087824	54.205937	30.387602	0.779083	0.65426	0.224931	0.376537	0.469228	3.071362	6	0.010542	1.140069	3	78.369899	0.538582	6	0.01421	0.660091	5	8.951292	0.441913	4	0.010827	5.57442	4	0.01641	10.316439	3	0.017202	38.835336	5	0.224496	0.434656	2	0.015114	5.496931	6	0.079688	1.146822	1	0.011937	8.085052	4	52.385284
8104	3	4.544868	64.032416	34.396485	92.072327	84.85179	0.514344	0.729072	0.420552	0.93901	0.177554	4.609885	3	0.035057	1.138798	6	11.289996	1.2878	6	0.026141	8.273911	5	46.504768	0.952502	6	0.020304	18.070269	3	0.082986	10.094671	2	0.07005	35.697439	3	0.01015	0.307662	1	0.090089	7.90244	1	0.024153	6.948079	4	0.016791	11.62204	6	78.402627
8109	3	43.48239	48.866681	85.268932	33.196732	61.801457	0.178648	0.586975	0.459007	0.971604	0.561879	2.084476	1	0.036863	0.497878	2	97.453464	1.936226	3	0.0176	8.684787	6	32.516543	0.971619	6	0.017698	8.228836	5	0.02984	10.744567	5	0.20846	13.107195	6	0.013758	0.713946	5	0.174428	11.719771	2	0.012802	6.991774	5	0.010514	15.879747	3	99.531791
8116	3	2.971299	64.779444	24.85685	56.467667	47.308816	0.503367	0.536307	0.204146	0.497213	0.195069	11.993304	5	0.013524	1.172568	3	49.3109	3.159073	1	0.134127	3.092181	5	75.689934	0.41937	1	0.013366	17.586288	5	0.010528	10.909522	2	0.116026	10.304047	5	0.010303	0.71757	3	0.098005	17.66481	1	0.0104	7.957867	2	0.040872	0.618382	4	29.316421
8130	3	49.620782	28.05107	49.243836	13.538106	8.727402	0.821161	0.633744	0.11377	0.359679	0.279489	5.229242	5	0.03336	0.474772	6	84.708201	0.150887	6	0.066845	5.073898	1	23.501603	1.183016	2	0.013933	15.577501	3	0.014854	3.260814	5	0.137982	3.584017	4	0.016094	1.505519	4	0.011903	16.3389	3	0.017358	5.120011	5	0.013421	10.968204	6	28.373485
